,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
734,20092,01,06,12,18,22,24,03
735,20091,01,09,11,12,16,19,16
736,20090,02,21,23,26,31,32,06
737,20089,02,14,16,21,29,30,10
738,20088,01,06,12,26,29,30,12
739,20087,11,15,20,23,25,33,10
740,20086,02,04,06,15,24,27,06
741,20085,01,02,05,09,19,24,16
742,20084,03,07,16,17,23,30,07
743,20083,01,19,25,26,30,31,12
744,20082,02,08,11,17,21,30,09
745,20081,01,05,13,14,27,33,15
746,20080,14,15,18,22,31,33,01
747,20079,05,12,20,21,22,29,14
748,20078,03,11,14,16,21,32,04
749,20077,03,10,16,21,25,27,12
750,20076,10,15,16,18,20,27,06
751,20075,03,11,13,20,24,30,16
752,20074,04,08,09,13,19,33,12
753,20073,05,07,11,13,27,29,03
754,20072,06,08,10,15,17,26,04
755,20071,09,11,12,13,22,23,08
756,20070,01,02,04,06,19,21,15
757,20069,03,09,10,13,18,26,04
758,20068,12,16,21,26,27,32,10
759,20067,04,07,09,23,27,30,08
760,20066,02,09,13,17,26,28,07
761,20065,09,15,18,21,23,26,08
762,20064,01,03,07,21,27,32,01
763,20063,12,15,16,22,29,32,14
764,20062,10,14,17,22,26,27,05
765,20061,08,17,24,26,27,31,04
766,20060,05,09,14,20,24,30,08
767,20059,02,04,10,17,22,25,14
768,20058,01,03,11,12,19,26,07
769,20057,09,14,21,23,26,32,03
770,20056,02,05,08,12,26,31,14
771,20055,01,05,07,23,28,30,12
772,20054,03,10,19,25,26,31,02
773,20053,02,14,15,16,32,33,01
774,20052,02,08,13,29,32,33,15
775,20051,03,06,08,11,19,28,08
776,20050,04,09,17,20,32,33,15
777,20049,01,07,09,12,18,22,04
778,20048,12,14,18,23,30,32,02
779,20047,04,10,17,19,28,32,01
780,20046,13,19,25,26,27,32,08
781,20045,02,03,15,21,22,33,16
782,20044,07,08,16,17,19,24,07
783,20043,01,11,24,25,27,30,07
784,20042,02,06,07,11,14,31,03
785,20041,06,07,16,22,24,25,13
786,20040,01,06,12,16,19,21,04
787,20039,02,09,10,11,16,29,02
788,20038,01,06,07,18,23,24,15
789,20037,01,04,11,13,17,24,15
790,20036,07,09,16,22,24,32,06
791,20035,10,14,24,25,28,33,11
792,20034,02,08,15,16,26,32,03
793,20033,07,10,12,21,31,32,01
794,20032,03,11,13,14,15,26,13
795,20031,02,05,09,15,16,27,09
796,20030,17,18,21,29,30,32,03
797,20029,01,12,18,20,30,32,05
798,20028,05,06,15,18,26,32,08
799,20027,12,13,14,24,25,28,06
800,20026,01,04,09,18,19,31,06
801,20025,01,09,10,15,20,29,02
802,20024,10,13,27,28,29,31,08
803,20023,04,05,20,21,30,33,08
804,20022,02,10,20,22,25,30,02
805,20021,02,06,14,16,27,31,07
806,20020,01,06,09,13,15,22,14
807,20019,15,19,27,28,30,33,03
808,20018,05,07,08,11,17,22,13
809,20017,02,04,07,15,20,27,04
810,20016,05,06,08,17,24,27,07
811,20015,08,09,22,24,30,33,01
812,20014,02,07,08,10,12,16,07
813,20013,02,08,10,20,21,30,14
814,20012,04,13,14,23,26,31,09
815,20011,04,05,07,17,18,29,01
816,20010,11,14,22,27,31,32,09
817,20009,03,06,08,14,19,26,12
818,20008,01,04,06,10,11,28,16
819,20007,05,12,17,20,25,31,10
820,20006,03,04,05,10,16,32,09
821,20005,11,16,17,22,26,32,04
822,20004,02,15,17,27,32,33,03
823,20003,09,17,26,29,30,32,03
824,20002,04,09,14,15,16,29,11
825,20001,02,15,23,26,29,30,02
826,19151,02,06,09,18,24,26,14
827,19150,02,09,14,22,27,29,02
828,19149,01,06,27,28,31,33,07
829,19148,09,10,13,20,26,27,08
830,19147,01,09,12,14,23,27,12
831,19146,01,04,10,12,30,32,14
832,19145,01,08,13,17,18,19,16
833,19144,02,12,15,19,27,30,03
834,19143,05,13,15,16,26,32,09
835,19142,08,14,24,27,29,33,09
836,19141,10,13,14,15,17,33,14
837,19140,02,04,09,11,14,22,05
838,19139,08,14,20,23,30,33,11
839,19138,02,06,12,30,31,32,11
840,19137,07,10,13,19,23,31,06
841,19136,12,14,15,17,29,33,12
842,19135,03,06,10,11,27,33,03
843,19134,01,04,06,22,29,30,03
844,19133,03,07,16,21,24,31,07
845,19132,04,06,11,14,19,33,07
846,19131,09,17,19,20,24,31,04
847,19130,01,07,09,11,24,32,16
848,19129,03,04,07,09,15,26,07
849,19128,03,08,12,16,17,19,08
850,19127,02,06,07,12,17,24,10
851,19126,02,14,17,29,32,33,16
852,19125,02,11,12,26,27,29,03
853,19124,04,09,30,31,32,33,01
854,19123,02,06,08,17,28,30,06
855,19122,04,10,15,19,21,23,02
856,19121,02,06,15,21,30,31,02
857,19120,10,12,27,31,32,33,03
858,19119,04,20,22,24,26,33,07
859,19118,12,14,15,25,28,31,04
860,19117,03,05,11,28,32,33,01
861,19116,01,08,09,13,16,33,01
862,19115,04,10,11,14,15,29,05
863,19114,02,04,09,11,12,30,01
864,19113,01,05,19,21,25,33,15
865,19112,03,12,14,17,23,27,01
866,19111,07,18,20,22,24,33,01
867,19110,01,18,22,26,27,28,08
868,19109,03,06,07,17,28,31,10
869,19108,07,13,19,22,25,32,13
870,19107,02,06,08,23,27,32,02
871,19106,02,14,22,27,30,33,14
872,19105,02,13,15,17,26,33,01
873,19104,01,05,16,17,18,24,10
874,19103,04,12,14,21,27,29,12
875,19102,03,08,12,16,20,32,12
876,19101,01,04,09,21,31,33,05
877,19100,01,04,12,13,30,32,08
878,19099,07,14,22,23,27,30,08
879,19098,03,11,12,14,17,26,09
880,19097,03,05,18,24,25,31,09
881,19096,05,07,12,18,27,32,11
882,19095,02,05,14,19,21,28,01
883,19094,05,10,12,18,19,27,06
884,19093,05,07,08,09,20,22,02
885,19092,09,17,27,28,32,33,08
886,19091,07,10,21,24,29,32,11
887,19090,02,03,06,08,14,22,04
888,19089,02,04,14,16,20,22,11
889,19088,13,14,15,21,23,29,13
890,19087,04,05,07,09,21,30,04
891,19086,16,22,24,26,28,31,06
892,19085,01,04,14,18,24,29,04
893,19084,04,08,14,18,20,27,03
894,19083,06,15,17,26,28,31,03
895,19082,07,16,19,22,24,28,02
896,19081,05,24,27,29,31,32,10
897,19080,03,06,08,20,24,32,07
898,19079,01,03,06,09,19,31,16
899,19078,01,17,27,29,31,33,12
900,19077,09,11,13,18,21,22,15
901,19076,12,15,19,20,29,32,14
902,19075,05,08,20,22,31,33,03
903,19074,12,21,27,29,31,33,04
904,19073,01,02,06,12,16,18,08
905,19072,02,09,13,15,22,30,15
906,19071,01,08,19,24,29,30,04
907,19070,06,15,18,19,24,32,09
908,19069,06,11,16,19,21,25,01
909,19068,03,14,20,24,26,33,10
910,19067,04,06,08,11,30,33,11
911,19066,01,14,17,20,22,32,04
912,19065,06,09,11,15,20,26,10
913,19064,12,20,24,25,30,33,12
914,19063,01,14,19,22,29,31,16
915,19062,07,13,16,23,26,30,01
916,19061,03,17,19,24,27,31,12
917,19060,03,04,14,20,23,27,01
918,19059,04,05,07,09,16,18,06
919,19058,07,08,12,21,23,27,12
920,19057,04,05,06,08,13,18,16
921,19056,13,14,17,19,21,29,01
922,19055,01,06,11,15,19,31,10
923,19054,07,10,11,15,24,26,11
924,19053,04,16,22,25,29,31,08
925,19052,03,06,09,13,16,19,16
926,19051,08,09,10,13,15,28,09
927,19050,04,06,10,11,21,23,02
928,19049,03,10,13,22,23,28,15
929,19048,03,07,10,12,18,29,10
930,19047,03,11,18,25,30,33,14
931,19046,02,12,16,22,25,32,06
932,19045,01,06,17,19,27,31,14
933,19044,06,14,16,17,23,29,07
934,19043,01,06,12,13,24,32,13
935,19042,15,17,19,22,25,26,04
936,19041,02,09,13,23,24,26,16
937,19040,05,06,09,18,23,31,11
938,19039,06,07,11,14,27,32,08
939,19038,09,12,21,27,29,30,05
940,19037,01,07,12,14,18,25,10
941,19036,02,10,13,16,23,32,08
942,19035,01,05,07,09,10,20,16
943,19034,09,11,15,22,24,26,03
944,19033,09,15,19,21,23,29,15
945,19032,04,08,09,13,28,33,04
946,19031,03,13,15,18,21,33,16
947,19030,04,05,07,10,12,22,16
948,19029,08,11,17,23,32,33,10
949,19028,04,19,22,26,29,30,11
950,19027,02,06,08,10,11,17,13
951,19026,03,13,15,19,20,27,14
952,19025,15,16,21,27,30,33,04
953,19024,01,08,23,25,28,29,10
954,19023,01,10,14,15,18,31,13
955,19022,03,07,11,21,30,33,07
956,19021,02,05,07,08,20,27,04
957,19020,02,12,13,23,27,28,12
958,19019,03,11,17,18,24,25,06
959,19018,04,11,18,19,26,32,04
960,19017,04,05,24,28,30,33,09
961,19016,05,07,09,11,19,25,05
962,19015,11,15,16,20,24,31,04
963,19014,01,02,03,14,19,33,03
964,19013,05,07,14,16,18,21,01
965,19012,07,10,21,23,31,33,14
966,19011,10,13,19,21,24,30,07
967,19010,02,04,05,08,11,30,02
968,19009,01,07,10,22,31,32,15
969,19008,02,06,09,13,28,32,12
970,19007,06,10,14,15,19,23,15
971,19006,01,05,10,19,26,28,12
972,19005,21,22,26,28,31,32,07
973,19004,08,12,16,19,26,32,03
974,19003,13,17,20,21,22,27,01
975,19002,04,05,06,08,09,18,11
976,19001,06,10,13,15,32,33,15
977,18153,01,07,17,23,25,31,11
978,18152,04,14,16,23,28,29,03
979,18151,05,15,19,25,26,29,15
980,18150,06,08,15,19,20,31,05
981,18149,01,07,08,10,12,24,01
982,18148,03,06,18,19,21,31,01
983,18147,03,15,17,23,27,30,11
984,18146,02,10,11,17,18,29,16
985,18145,03,09,13,22,23,25,06
986,18144,08,13,17,18,20,27,13
987,18143,04,06,15,28,32,33,14
988,18142,05,08,10,11,27,28,11
989,18141,11,14,16,18,24,33,04
990,18140,01,15,20,22,25,28,14
991,18139,11,18,20,23,31,32,15
992,18138,01,10,25,27,30,32,09
993,18137,03,05,11,15,20,23,09
994,18136,10,12,15,25,26,27,14
995,18135,01,03,06,10,11,29,16
996,18134,03,16,18,31,32,33,12
997,18133,02,04,11,12,18,32,13
998,18132,01,02,09,10,15,22,06
999,18131,21,22,24,31,32,33,01
1000,18130,05,12,17,18,24,28,12
1001,18129,02,04,06,16,18,19,16
1002,18128,06,07,08,19,22,23,02
1003,18127,02,05,06,07,11,15,12
1004,18126,01,06,08,09,14,22,05
1005,18125,03,10,11,14,15,32,02
1006,18124,09,13,14,19,22,25,02
1007,18123,13,21,24,27,31,32,01
1008,18122,05,07,20,22,30,32,10
1009,18121,06,08,14,19,23,25,11
1010,18120,03,04,18,26,27,33,01
1011,18119,03,13,14,16,25,27,12
1012,18118,08,12,21,22,27,31,09
1013,18117,08,11,15,17,23,25,05
1014,18116,05,14,17,22,23,28,15
1015,18115,01,13,19,24,26,29,11
1016,18114,01,07,15,16,20,27,14
1017,18113,01,06,09,16,25,26,09
1018,18112,05,08,18,25,26,31,04
1019,18111,01,07,14,24,25,28,08
1020,18110,11,13,16,21,22,23,02
1021,18109,10,11,18,23,31,33,15
1022,18108,05,13,18,21,26,30,02
1023,18107,01,02,05,12,20,22,01
1024,18106,04,18,19,24,25,26,10
1025,18105,04,05,13,18,19,25,01
1026,18104,02,03,06,19,25,29,01
1027,18103,02,09,15,22,23,24,16
1028,18102,02,06,11,19,21,28,05
1029,18101,01,03,14,26,29,33,09
1030,18100,02,11,14,15,29,33,02
1031,18099,03,07,08,14,25,32,06
1032,18098,06,10,11,20,29,32,13
1033,18097,01,02,17,20,25,28,13
1034,18096,01,05,09,20,28,32,12
1035,18095,10,11,12,21,26,33,09
1036,18094,04,07,16,20,24,30,05
1037,18093,04,18,20,21,29,33,07
1038,18092,06,10,16,19,24,33,16
1039,18091,06,11,13,17,25,32,07
1040,18090,01,02,04,10,14,23,07
1041,18089,06,09,12,14,18,27,14
1042,18088,03,05,12,29,30,32,14
1043,18087,01,05,10,16,18,31,03
1044,18086,02,07,17,21,23,26,16
1045,18085,04,10,25,26,30,33,06
1046,18084,05,06,08,12,22,24,03
1047,18083,04,09,18,21,32,33,03
1048,18082,06,12,14,20,22,24,09
1049,18081,01,02,12,16,20,26,03
1050,18080,04,07,13,20,29,33,03
1051,18079,14,15,17,22,24,29,13
1052,18078,03,10,14,17,18,30,12
1053,18077,02,05,09,15,20,24,10
1054,18076,03,07,08,15,29,30,13
1055,18075,07,09,12,13,22,24,11
1056,18074,09,11,14,20,27,30,09
1057,18073,02,09,14,15,16,23,10
1058,18072,11,16,19,22,25,30,08
1059,18071,02,05,06,13,16,19,03
1060,18070,04,09,15,16,19,27,10
1061,18069,06,13,17,19,23,31,12
1062,18068,08,10,17,20,27,30,01
1063,18067,01,04,09,12,15,18,05
1064,18066,09,16,17,19,22,26,10
1065,18065,01,04,06,14,28,33,01
1066,18064,02,05,10,11,17,21,05
1067,18063,05,06,10,16,20,25,12
1068,18062,02,18,19,24,25,33,11
1069,18061,09,10,11,12,18,23,07
1070,18060,04,08,13,25,30,31,10
1071,18059,04,06,08,13,22,32,11
1072,18058,07,12,13,16,26,31,07
1073,18057,05,15,17,19,20,30,13
1074,18056,01,03,06,20,21,26,01
1075,18055,07,09,10,12,22,26,07
1076,18054,04,06,18,22,25,33,16
1077,18053,01,04,10,11,14,27,06
1078,18052,03,05,06,09,15,32,14
1079,18051,05,07,20,23,27,31,04
1080,18050,01,02,04,10,18,19,07
1081,18049,01,03,04,11,19,23,02
1082,18048,01,12,20,25,30,31,02
1083,18047,06,07,12,16,22,25,07
1084,18046,10,13,14,18,20,31,03
1085,18045,03,04,06,25,26,30,01
1086,18044,05,09,12,17,27,30,06
1087,18043,01,04,06,08,21,24,07
1088,18042,06,10,21,28,29,31,12
1089,18041,07,08,20,23,24,32,13
1090,18040,01,03,08,13,18,23,16
1091,18039,08,12,18,19,23,32,03
1092,18038,15,23,24,25,28,29,09
1093,18037,01,06,07,08,27,30,10
1094,18036,08,17,24,26,28,33,04
1095,18035,07,10,11,17,23,28,15
1096,18034,01,05,11,22,23,26,15
1097,18033,04,19,20,22,28,33,06
1098,18032,21,22,23,24,25,32,06
1099,18031,02,16,18,19,27,30,14
1100,18030,13,14,20,21,25,33,07
1101,18029,01,02,09,14,22,25,05
1102,18028,03,08,11,14,18,23,16
1103,18027,02,07,09,14,18,28,05
1104,18026,04,07,12,14,26,32,04
1105,18025,04,13,16,19,21,25,14
1106,18024,11,19,22,26,31,32,02
1107,18023,12,15,16,21,26,29,16
1108,18022,07,14,19,21,22,23,03
1109,18021,03,04,06,11,23,28,14
1110,18020,06,09,10,14,28,30,05
1111,18019,03,11,12,16,21,23,09
1112,18018,02,12,13,18,25,27,07
1113,18017,03,06,11,26,30,32,12
1114,18016,01,11,12,18,25,27,16
1115,18015,11,15,20,21,26,33,15
1116,18014,09,12,20,24,28,31,07
1117,18013,06,08,13,15,22,33,06
1118,18012,11,12,13,19,26,28,12
1119,18011,03,10,21,23,27,33,11
1120,18010,01,08,17,20,21,22,03
1121,18009,05,10,17,23,26,32,07
1122,18008,05,09,10,12,17,19,13
1123,18007,13,14,20,25,27,31,12
1124,18006,02,07,08,09,17,29,11
1125,18005,02,20,21,28,31,33,06
1126,18004,14,18,19,26,30,31,11
1127,18003,01,14,16,17,20,31,04
1128,18002,07,18,24,29,31,33,16
1129,18001,01,08,11,26,28,31,04
1130,17154,05,09,13,15,18,26,05
1131,17153,07,11,12,13,18,19,16
1132,17152,06,10,23,25,26,29,05
1133,17151,02,05,07,09,11,27,16
1134,17150,06,14,19,20,21,23,08
1135,17149,05,08,15,20,27,30,13
1136,17148,04,07,11,14,29,32,12
1137,17147,03,07,20,21,25,31,14
1138,17146,01,19,25,26,27,33,10
1139,17145,02,06,12,17,25,28,12
1140,17144,03,14,16,20,31,32,09
1141,17143,04,06,09,14,20,29,14
1142,17142,08,13,14,18,23,33,06
1143,17141,01,06,07,11,13,15,05
1144,17140,21,22,25,28,29,30,08
1145,17139,02,14,20,24,28,32,16
1146,17138,01,17,24,28,32,33,02
1147,17137,05,10,20,23,26,31,03
1148,17136,03,07,10,18,21,24,12
1149,17135,01,06,07,14,18,26,16
1150,17134,04,05,11,14,28,32,04
1151,17133,06,15,17,18,23,30,11
1152,17132,02,03,05,09,13,28,11
1153,17131,01,07,10,11,26,27,11
1154,17130,05,13,14,23,25,31,02
1155,17129,05,06,09,14,21,33,02
1156,17128,02,06,13,22,29,31,08
1157,17127,14,15,21,24,27,32,12
1158,17126,01,16,17,21,27,30,16
1159,17125,01,14,23,25,29,30,03
1160,17124,02,06,11,26,28,29,03
1161,17123,04,05,06,11,21,31,10
1162,17122,11,20,21,22,24,27,15
1163,17121,11,18,19,22,24,32,07
1164,17120,08,10,15,19,23,28,16
1165,17119,09,16,21,25,26,31,14
1166,17118,08,09,15,22,30,33,16
1167,17117,01,02,08,11,14,21,09
1168,17116,02,14,20,22,30,32,02
1169,17115,04,10,11,25,30,31,01
1170,17114,06,12,13,15,18,26,13
1171,17113,04,06,16,27,29,33,05
1172,17112,03,10,14,16,22,23,11
1173,17111,05,10,17,19,29,32,12
1174,17110,01,03,12,15,19,23,14
1175,17109,08,14,16,18,21,23,16
1176,17108,07,12,14,15,17,20,01
1177,17107,08,09,15,17,30,32,06
1178,17106,12,15,20,25,27,31,02
1179,17105,03,06,07,12,25,26,07
1180,17104,01,14,15,20,23,30,14
1181,17103,01,21,23,25,31,33,01
1182,17102,04,08,10,14,18,20,11
1183,17101,01,04,11,28,31,32,16
1184,17100,04,07,08,18,23,24,02
1185,17099,02,05,06,16,28,29,04
1186,17098,04,19,22,27,30,33,01
1187,17097,05,10,18,19,30,31,03
1188,17096,02,06,11,12,19,29,06
1189,17095,09,10,12,19,22,29,16
1190,17094,08,11,13,19,28,31,06
1191,17093,07,08,09,15,22,27,12
1192,17092,10,18,19,29,32,33,09
1193,17091,05,07,10,23,28,29,03
1194,17090,01,07,10,16,22,33,09
1195,17089,11,12,13,16,23,25,12
1196,17088,07,09,18,22,23,29,06
1197,17087,03,06,13,14,19,28,06
1198,17086,03,05,06,13,20,22,07
1199,17085,01,05,06,16,25,30,09
1200,17084,01,05,11,20,22,24,02
1201,17083,03,08,14,20,24,26,12
1202,17082,14,18,21,25,28,29,10
1203,17081,03,05,14,25,26,30,05
1204,17080,01,12,16,20,22,24,08
1205,17079,03,07,14,23,25,27,08
1206,17078,05,07,18,19,22,24,16
1207,17077,01,02,04,15,17,22,14
1208,17076,01,04,08,09,14,15,13
1209,17075,01,03,06,19,21,29,07
1210,17074,02,06,16,23,30,31,02
1211,17073,03,06,16,23,26,30,14
1212,17072,06,11,14,23,26,30,02
1213,17071,02,03,06,14,31,32,03
1214,17070,01,06,14,22,25,26,12
1215,17069,02,11,12,23,29,31,05
1216,17068,02,06,10,22,30,31,15
1217,17067,01,03,04,10,18,29,04
1218,17066,01,04,06,17,19,26,03
1219,17065,02,05,08,10,12,21,07
1220,17064,02,10,16,22,24,28,15
1221,17063,12,16,20,22,25,31,04
1222,17062,01,07,22,24,26,31,10
1223,17061,06,07,12,20,26,27,11
1224,17060,05,10,13,24,26,31,04
1225,17059,04,08,09,15,19,25,09
1226,17058,01,09,13,22,28,32,11
1227,17057,18,20,22,23,30,31,16
1228,17056,13,14,18,19,21,28,06
1229,17055,07,12,13,20,24,31,05
1230,17054,02,03,09,23,28,33,08
1231,17053,04,09,11,15,29,31,06
1232,17052,07,08,18,24,29,31,07
1233,17051,02,05,09,15,24,25,11
1234,17050,10,12,20,24,27,29,07
1235,17049,01,08,14,15,20,29,10
1236,17048,05,08,09,14,15,19,07
1237,17047,02,05,08,10,32,33,02
1238,17046,04,13,14,23,26,32,10
1239,17045,05,07,16,20,21,25,05
1240,17044,08,16,19,21,31,32,06
1241,17043,08,13,16,23,27,31,08
1242,17042,01,02,04,07,10,23,04
1243,17041,04,10,13,15,22,27,04
1244,17040,15,19,23,28,29,33,04
1245,17039,02,04,12,14,17,24,15
1246,17038,01,04,08,13,24,27,05
1247,17037,11,15,20,22,25,30,05
1248,17036,01,02,05,10,24,27,15
1249,17035,01,06,14,24,28,32,12
1250,17034,04,07,08,19,32,33,13
1251,17033,05,07,15,20,23,30,15
1252,17032,05,08,15,24,27,31,11
1253,17031,06,10,16,26,27,29,03
1254,17030,01,07,09,20,23,30,02
1255,17029,02,15,21,23,25,30,10
1256,17028,07,08,12,13,22,30,09
1257,17027,02,04,11,14,27,30,05
1258,17026,03,10,12,19,27,30,08
1259,17025,02,15,16,17,22,32,07
1260,17024,09,21,25,26,29,31,13
1261,17023,01,03,04,11,18,22,14
1262,17022,02,06,15,16,18,32,15
1263,17021,02,05,10,22,32,33,09
1264,17020,04,08,10,12,31,33,10
1265,17019,04,06,08,12,23,25,08
1266,17018,01,02,03,17,25,31,09
1267,17017,03,07,08,10,22,23,12
1268,17016,05,08,16,22,27,29,02
1269,17015,01,08,09,14,17,32,01
1270,17014,06,08,18,20,23,31,13
1271,17013,08,11,28,29,31,33,06
1272,17012,10,11,14,15,16,24,07
1273,17011,10,11,12,23,26,29,16
1274,17010,05,08,19,25,28,30,07
1275,17009,02,06,08,09,15,29,14
1276,17008,07,13,15,27,28,29,13
1277,17007,02,04,05,24,26,33,15
1278,17006,02,04,08,26,29,33,08
1279,17005,06,11,12,22,23,30,05
1280,17004,05,13,17,26,27,30,07
1281,17003,01,04,08,15,27,32,16
1282,17002,15,19,23,24,25,32,03
1283,17001,09,11,14,20,25,26,15
1284,16153,07,09,16,24,25,29,06
1285,16152,02,08,09,16,20,22,07
1286,16151,06,11,16,20,22,33,07
1287,16150,02,04,05,09,13,21,05
1288,16149,03,20,23,26,32,33,07
1289,16148,01,02,11,20,26,30,14
1290,16147,04,14,18,28,31,32,12
1291,16146,03,07,15,16,17,23,10
1292,16145,01,03,07,12,19,20,06
1293,16144,04,10,12,27,32,33,05
1294,16143,06,09,23,24,25,33,13
1295,16142,01,10,17,21,23,30,12
1296,16141,04,13,15,17,21,24,15
1297,16140,01,02,05,17,26,32,10
1298,16139,01,06,19,26,28,30,03
1299,16138,07,16,20,24,25,30,07
1300,16137,01,06,09,10,15,32,14
1301,16136,02,07,10,20,27,29,03
1302,16135,02,08,10,18,20,33,12
1303,16134,11,12,13,14,18,33,13
1304,16133,15,16,21,22,27,33,15
1305,16132,05,08,13,19,27,28,07
1306,16131,04,10,18,19,25,27,02
1307,16130,03,17,21,23,27,28,01
1308,16129,05,06,08,21,31,33,14
1309,16128,04,09,11,17,26,27,13
1310,16127,07,12,17,26,29,31,16
1311,16126,02,06,12,17,18,19,10
1312,16125,01,06,08,20,27,30,03
1313,16124,09,15,21,24,27,32,10
1314,16123,07,09,12,14,20,27,16
1315,16122,15,22,23,24,28,29,08
1316,16121,02,03,10,23,25,28,09
1317,16120,02,05,06,21,25,28,09
1318,16119,09,19,21,30,31,32,04
1319,16118,09,14,22,23,31,33,14
1320,16117,03,10,14,17,28,33,02
1321,16116,07,18,20,23,27,31,13
1322,16115,06,08,20,22,26,27,09
1323,16114,05,16,20,22,27,29,09
1324,16113,01,11,16,17,20,26,14
1325,16112,06,12,14,15,18,25,12
1326,16111,02,04,07,14,15,32,04
1327,16110,05,07,28,31,32,33,08
1328,16109,09,11,15,16,27,33,05
1329,16108,02,03,07,08,19,26,16
1330,16107,06,11,18,26,27,32,01
1331,16106,04,05,13,22,25,30,04
1332,16105,08,10,19,27,28,31,16
1333,16104,05,09,11,18,30,31,04
1334,16103,01,05,13,19,24,27,11
1335,16102,05,08,10,14,17,30,13
1336,16101,01,03,19,24,32,33,01
1337,16100,03,10,22,23,27,29,04
1338,16099,01,11,21,23,27,33,06
1339,16098,02,08,25,29,31,32,06
1340,16097,06,13,25,26,28,31,01
1341,16096,06,13,14,21,22,24,16
1342,16095,01,05,09,12,18,32,12
1343,16094,06,07,10,12,18,31,10
1344,16093,06,09,15,17,25,27,09
1345,16092,02,13,15,23,24,29,06
1346,16091,04,08,14,22,23,28,07
1347,16090,02,13,17,20,21,26,07
1348,16089,01,03,14,30,31,32,08
1349,16088,03,14,16,18,25,33,15
1350,16087,02,03,10,11,14,21,12
1351,16086,09,10,11,12,15,32,05
1352,16085,01,12,19,20,21,25,16
1353,16084,02,04,12,18,24,26,05
1354,16083,09,16,17,24,30,31,04
1355,16082,06,12,14,15,17,20,09
1356,16081,02,06,15,25,30,32,07
1357,16080,01,16,17,24,25,32,14
1358,16079,01,03,10,12,24,28,02
1359,16078,02,04,08,23,26,29,02
1360,16077,01,09,17,19,20,29,10
1361,16076,07,08,13,22,30,32,01
1362,16075,01,03,06,16,29,32,07
1363,16074,06,10,11,12,20,25,12
1364,16073,09,11,12,15,16,20,13
1365,16072,05,16,19,22,24,25,02
1366,16071,19,21,26,28,29,32,01
1367,16070,03,06,11,18,23,29,01
1368,16069,08,10,11,20,21,27,11
1369,16068,08,19,23,28,31,32,01
1370,16067,09,13,18,20,27,31,04
1371,16066,03,07,13,18,19,20,05
1372,16065,13,16,22,25,26,27,14
1373,16064,03,12,14,17,19,26,03
1374,16063,16,17,18,23,28,32,07
1375,16062,12,13,15,18,19,21,09
1376,16061,05,06,08,18,20,32,08
1377,16060,04,05,22,26,29,32,08
1378,16059,04,11,12,20,25,28,15
1379,16058,03,05,18,20,24,32,11
1380,16057,07,12,19,22,23,26,11
1381,16056,03,04,08,11,16,18,14
1382,16055,05,06,10,16,22,26,11
1383,16054,06,11,16,19,28,32,04
1384,16053,02,08,10,12,29,31,01
1385,16052,01,06,13,19,24,28,16
1386,16051,01,02,04,09,15,33,12
1387,16050,09,12,24,28,29,30,02
1388,16049,06,08,13,14,22,27,10
1389,16048,03,08,13,14,15,30,04
1390,16047,02,05,08,15,17,22,16
1391,16046,07,20,25,26,27,30,14
1392,16045,04,09,12,17,30,32,03
1393,16044,01,03,10,12,18,30,01
1394,16043,05,14,20,26,30,33,12
1395,16042,07,14,17,23,26,31,09
1396,16041,12,17,18,21,22,24,04
1397,16040,03,13,19,20,23,26,03
1398,16039,01,03,07,18,19,27,16
1399,16038,03,12,13,22,28,29,03
1400,16037,06,15,26,31,32,33,16
1401,16036,03,04,07,09,20,22,03
1402,16035,04,13,19,20,26,29,11
1403,16034,03,15,21,22,23,28,15
1404,16033,06,17,18,20,27,29,15
1405,16032,08,12,14,15,21,27,15
1406,16031,03,08,10,19,26,33,03
1407,16030,10,14,19,22,25,29,12
1408,16029,12,15,18,20,21,27,15
1409,16028,06,08,12,21,25,29,01
1410,16027,11,13,15,17,19,31,05
1411,16026,04,09,12,28,30,33,01
1412,16025,04,11,12,17,24,30,12
1413,16024,02,05,07,14,18,31,13
1414,16023,03,06,10,19,25,29,07
1415,16022,04,09,19,22,23,30,07
1416,16021,09,11,13,22,24,26,05
1417,16020,01,02,10,12,22,24,10
1418,16019,06,13,16,17,23,30,10
1419,16018,12,13,14,17,21,25,04
1420,16017,05,06,08,20,22,30,05
1421,16016,01,20,22,24,25,26,16
1422,16015,01,02,14,22,25,26,07
1423,16014,02,08,10,18,20,27,07
1424,16013,07,12,21,22,26,31,01
1425,16012,07,12,14,16,27,32,15
1426,16011,03,08,10,15,22,29,12
1427,16010,02,04,12,14,19,25,06
1428,16009,10,14,24,25,27,32,04
1429,16008,02,15,24,29,32,33,02
1430,16007,05,12,14,20,27,29,06
1431,16006,13,16,18,20,28,31,12
1432,16005,11,14,18,20,31,33,14
1433,16004,08,10,17,22,25,33,12
1434,16003,01,10,14,23,26,28,01
1435,16002,09,14,17,20,24,30,16
1436,16001,06,13,16,18,20,22,13
1437,15154,07,09,11,15,18,25,07
1438,15153,08,11,15,22,27,29,03
1439,15152,11,18,19,21,29,32,12
1440,15151,05,06,08,23,31,32,11
1441,15150,01,03,08,11,29,31,13
1442,15149,09,10,20,21,22,33,09
1443,15148,09,13,14,22,26,27,07
1444,15147,08,09,16,23,24,30,05
